,Step,Value,value,ave_reward
582,584,-123.6787477,234.1066437,-0.528300888
583,585,-111.8108729,224.7959793,-0.497388224
584,586,-108.6297856,221.3163814,-0.490834817
585,587,-113.8668071,222.6847433,-0.511336365
586,588,-89.48012637,205.7162689,-0.434968643
587,589,-72.13211373,193.244642,-0.373268376
588,590,-81.61890236,198.8201778,-0.410516192
589,591,-85.85701212,200.3381601,-0.42856045
590,592,-78.17131091,193.5043441,-0.403977034
591,593,-70.35417982,186.2539096,-0.377732634
592,594,-64.51876184,181.8285187,-0.354833017
593,595,-77.76688565,189.7456668,-0.409848019
594,596,-70.09019709,183.7711001,-0.381399453
595,597,-62.18117738,178.7939901,-0.347781138
596,598,-146.5630596,240.9145911,-0.608361075
597,599,-161.9067537,250.923132,-0.645244432
598,600,-157.0160783,246.6308188,-0.636644192
599,601,-133.0144705,229.7677369,-0.578908389
600,602,-143.3130234,234.3909632,-0.611427256
601,603,-120.5817211,218.6518669,-0.551478123
602,604,-108.023549,208.5866802,-0.517883255
603,605,-137.6211941,227.1280122,-0.605919071
604,606,-129.7590747,221.215211,-0.586573925
605,607,-128.1831672,220.3936899,-0.581609969
606,608,-121.1648505,214.7543209,-0.564202154
607,609,-108.5483654,206.6788888,-0.525202966
608,610,-103.1935289,203.5109999,-0.507066099
609,611,-110.174176,206.4598999,-0.533634745
610,612,-124.3567584,217.1139099,-0.572771954
611,613,-153.5210826,235.4025189,-0.652164145
612,614,-182.6689743,250.462267,-0.729327321
613,615,-263.9020769,303.1160403,-0.870630523
614,616,-275.1118692,310.3044363,-0.886586968
615,617,-234.1006823,283.6739927,-0.825245487
616,618,-203.790614,263.7065934,-0.772793017
617,619,-187.1115526,253.8359341,-0.737135793
618,620,-167.9003974,242.9523407,-0.691083679
619,621,-245.3103576,313.9571066,-0.781349912
620,622,-222.0793219,296.4613959,-0.749100304
621,623,-207.5713897,284.4152563,-0.729818057
622,624,-182.3142507,266.0737307,-0.685201994
623,625,-163.2828256,252.3663576,-0.647007102
624,626,-153.3545431,244.4297219,-0.627397282
625,627,-138.4190888,233.1867497,-0.593597573
626,628,-123.6771799,222.2680747,-0.556432497
627,629,-107.9094619,212.3412672,-0.508188838
628,630,-86.01851572,197.5071405,-0.435521042
629,631,-64.91666414,182.9564265,-0.354820355
630,632,-45.82499773,169.6607838,-0.27009776
631,633,-29.44249796,158.6947054,-0.185529176
632,634,-15.29824816,149.0252349,-0.102655421
633,635,-9.768423345,145.9227114,-0.066942447
634,636,7.10841899,134.0304403,0.053035855
635,637,9.797577091,132.3273962,0.074040428
636,638,10.11781938,132.4946566,0.076363981
637,639,2.006037443,141.245191,0.014202519
638,640,-35.3945663,169.3206719,-0.20903866
639,641,-18.85510967,157.3886047,-0.119799713
640,642,-5.469598704,148.1497442,-0.036919394
641,643,-33.92263883,169.5347698,-0.200092517
642,644,-15.63037495,155.9812928,-0.100206728
643,645,-1.667337455,145.9831635,-0.011421437
644,646,-12.30060371,152.9848472,-0.080404066
645,647,-4.470543339,146.5863625,-0.030497676
646,648,-0.123489005,143.6277262,-0.000859785
647,649,8.488859896,136.8649536,0.06202362
648,650,-0.460026094,142.8784582,-0.003219702
649,651,2.785976516,140.9906124,0.019760014
650,652,9.907378864,136.0915512,0.072799368
651,653,18.71664098,129.982396,0.14399366
652,654,21.64497688,127.9841564,0.169122315
653,655,30.08047919,122.4857408,0.245583519
654,656,37.47243127,117.2371667,0.319629281
655,657,23.52518815,127.01345,0.185218086
656,658,26.17266933,124.712105,0.209864707
657,659,26.4554024,124.9408945,0.211743341
658,660,34.40986216,119.4468051,0.288076873
659,661,42.76887594,113.8021246,0.375817904
660,662,47.99198835,110.1219121,0.435807801
661,663,55.19278951,104.0097209,0.530650299
662,664,54.87351056,103.1087488,0.532190636
663,665,62.28615951,97.69787393,0.637538536
664,666,69.05754356,92.52808654,0.746341421
665,667,70.2517892,91.77527789,0.765476181
666,668,67.42661028,93.7977501,0.718851041
667,669,69.48394925,92.61797509,0.750220993
668,670,69.53555433,92.35617758,0.752906369
669,671,72.78199889,90.32055982,0.805818731
670,672,55.603799,101.1885038,0.549507077
671,673,53.5434191,102.1696535,0.524063822
672,674,38.08907719,115.0526881,0.33105769
673,675,38.98016947,114.6474193,0.340000409
674,676,21.08215253,131.5826774,0.160219817
675,677,35.07393727,121.4244096,0.288854089
676,678,33.06654355,124.7819687,0.264994565
677,679,33.45988919,125.6037718,0.266392392
678,680,25.61390027,130.8433946,0.19575998
679,681,31.65251025,125.3590552,0.252494805
680,682,34.48725922,122.2231496,0.282166343
681,683,33.0385333,122.5008347,0.269700475
682,684,29.63467997,122.9507512,0.241028865
683,685,37.47121197,116.9556761,0.320388144
684,686,45.32409077,111.2601085,0.407370543
685,687,43.5916817,111.9340976,0.389440596
686,688,47.43251353,109.1406879,0.43459973
687,689,56.38926217,102.9266191,0.547858879
688,690,50.85033596,105.0339572,0.484132345
689,691,25.46530236,122.7305615,0.207489496
690,692,28.61877213,120.3575053,0.237781367
691,693,35.25689491,115.0217548,0.306523709
692,694,38.33120542,112.4195793,0.340965565
693,695,48.99808488,105.0776214,0.466303712
694,696,43.89827639,108.5698592,0.404332074
695,697,48.70844875,105.0128733,0.463833121
696,698,54.83760388,101.111586,0.542347381
697,699,61.35384349,95.70042738,0.64110313
698,700,55.21845914,99.33038464,0.55590703
699,701,40.99661323,108.8973462,0.376470269
700,702,25.8969519,115.8076116,0.223620465
701,703,27.30725671,114.9268504,0.237605543
702,704,36.57653104,108.5341654,0.337004766
703,705,34.61887794,109.4807488,0.316209729
704,706,42.45699014,104.8326739,0.404997684
705,707,41.11129113,105.4494066,0.389867449
706,708,37.70016202,108.3044659,0.348094252
707,709,46.63014582,102.1740193,0.456379676
708,710,38.16713123,108.8566174,0.350618384
709,711,41.05041811,106.4709556,0.385555083
710,712,51.7453763,99.42386007,0.520452296
711,713,40.57083867,107.6814741,0.376767118
712,714,41.7137548,106.6133267,0.391262107
713,715,47.54237932,102.951994,0.461791729
714,716,57.18814139,96.45679459,0.592888678
715,717,64.96932725,91.21111514,0.712296162
716,718,70.17239453,87.69000362,0.800232542
717,719,74.35515507,85.42100326,0.870455184
718,720,81.91963957,80.47890293,1.017902041
719,721,80.72767561,80.73101264,0.999958665
720,722,72.45490805,88.35791138,0.820016079
721,723,78.70941724,83.62212024,0.941251155
722,724,77.03847552,84.75990821,0.9089023
723,725,82.93462797,80.98391739,1.024087629
724,726,68.04116517,91.38552565,0.744550788
725,727,68.33704865,91.44697309,0.747286065
726,728,72.60334379,88.40227578,0.821283651
727,729,75.34300941,86.1620482,0.874433825
728,730,81.50870847,81.84584338,0.995880855
729,731,85.75783762,78.76125904,1.088832742
730,732,86.78205386,78.98513314,1.098713776
731,733,84.30384847,80.28661983,1.050036091
732,734,86.17346363,78.65795784,1.095546668
733,735,92.15611726,74.39216206,1.238787995
734,736,93.14050554,73.15294585,1.273229731
735,737,97.22645498,70.03765127,1.388202677
736,738,74.10380949,85.23388614,0.869417233
737,739,58.99342854,95.21049753,0.619610548
738,740,-15.50591432,138.4894478,-0.111964591
739,741,-12.55532289,137.240503,-0.091484093
740,742,3.300209403,127.1164527,0.025962095
741,743,18.37018846,117.6048074,0.1562027
742,744,24.43316962,113.9443267,0.214430769
743,745,36.78985265,105.849894,0.347566268
744,746,40.71086739,103.2649046,0.394237205
745,747,52.43978065,95.93841415,0.546598368
746,748,59.59580259,91.64457274,0.650292765
747,749,63.63622233,89.48011546,0.711177249
748,750,69.17260009,85.93210392,0.804968073
749,751,66.05534008,87.83889353,0.752005603
750,752,73.94980608,82.75500417,0.893599207
751,753,72.55482547,83.77950376,0.866021189
752,754,-32.10065708,150.1015534,-0.213859593
753,755,-150.5905914,220.891398,-0.681740406
754,756,-338.3315322,331.7022582,-1.019985616
755,757,-293.298379,305.6320324,-0.959645416
756,758,-262.2685411,290.7688292,-0.901983001
757,759,-224.441687,267.0919463,-0.840316191
758,760,-188.1975183,245.3827516,-0.766954959
759,761,-153.7777665,223.8444765,-0.686984861
760,762,-123.7999898,205.7600288,-0.601671717
761,763,-96.11999084,188.0840259,-0.511048136
762,764,-76.30799176,176.0756233,-0.43338192
763,765,-55.97719258,163.568061,-0.34222569
764,766,-41.97947332,155.7112549,-0.269598195
765,767,-22.08152599,143.3401294,-0.154049854
766,768,-9.873373391,136.1061165,-0.072541732
767,769,6.013963948,126.1955048,0.047655928
768,770,20.81256755,116.6759543,0.178379236
769,771,32.2313108,109.8083589,0.29352329
770,772,41.80817972,103.727523,0.403057728
771,773,51.82736175,97.55477072,0.531264246
772,774,59.94462557,92.59929365,0.647355106
773,775,67.85016301,87.53936428,0.775081743
774,776,75.06514671,82.88542785,0.905649505
775,777,80.75863204,79.79688507,1.012052438
776,778,87.18276884,75.61719656,1.152948969
777,779,93.66449195,71.65547691,1.307150493
778,780,92.69804276,73.68992921,1.257947236
779,781,96.12823848,71.52093629,1.344057327
780,782,98.01541463,70.16884266,1.396850951
781,783,99.71387317,69.5519584,1.43366018
782,784,98.94248585,70.69676256,1.399533476
783,785,100.3482373,69.5270863,1.443297032
784,786,101.1134135,68.57437767,1.474507199
785,787,106.4020722,65.2169399,1.631509733
786,788,111.261865,61.59524591,1.806338514
787,789,107.7356785,63.43572132,1.698344028
788,790,111.1621106,61.69214919,1.801884228
789,791,112.7458996,60.52293427,1.862862416
790,792,114.1713096,59.37064084,1.923026398
791,793,114.3541786,59.53357676,1.920835012
792,794,115.6187608,58.38021908,1.980444106
793,795,49.0568847,94.44219718,0.519438198
794,796,-458.9488038,383.3979775,-1.197055881
795,797,-478.9539234,408.8581797,-1.171442684
796,798,-782.3585311,577.0723617,-1.355737309
797,799,-823.2226779,629.4651256,-1.307813006
798,800,-805.1004102,643.218613,-1.251674616
799,801,-709.9903691,582.7967517,-1.218246957
800,802,-625.1913322,529.4170765,-1.180905112
801,803,-565.972199,497.9753689,-1.136546573
802,804,-499.5749791,455.477832,-1.096815133
803,805,-467.8174812,442.9300488,-1.056188178
804,806,-408.3357331,403.6370439,-1.011640877
805,807,-363.2021598,378.3733395,-0.959904205
806,808,-310.1819438,342.9360056,-0.904489289
807,809,-269.5637494,316.142405,-0.852665587
808,810,-228.6073745,288.6281645,-0.792048049
809,811,-189.646637,262.4653481,-0.722558762
810,812,-159.8819733,242.2188133,-0.660072482
811,813,-130.293776,222.1969319,-0.586388727
812,814,-102.4643984,203.4772387,-0.503566881
813,815,-77.31795855,186.6295149,-0.414285804
814,816,-58.88616269,174.0665634,-0.338296808
815,817,-37.19754643,159.559907,-0.233125897
816,818,-22.97779178,149.8039163,-0.153385788
817,819,-15.3800126,144.5235247,-0.106418748
818,820,-6.242011344,138.3711722,-0.045110634
819,821,5.98218979,130.334055,0.0458989
820,822,21.68397081,119.8006495,0.181000444
821,823,27.81557373,115.5205846,0.240784565
822,824,41.23401636,106.6685261,0.386562165
823,825,53.31061472,98.60167349,0.540666429
824,826,62.37955325,92.54150614,0.674071083
825,827,63.74159792,91.68735553,0.695205981
826,828,67.66743813,89.01861998,0.76014926
827,829,75.70069432,83.51675798,0.90641323
828,830,82.13062489,79.86508218,1.028367124
829,831,83.7175624,78.77857396,1.062694565
830,832,93.24580616,72.40071657,1.287912753
831,833,92.02122554,72.76064491,1.264711516
832,834,99.91910299,67.38458042,1.482818508
833,835,91.42719269,72.94612238,1.253352333
834,836,20.98447342,117.9515101,0.177907628
835,837,32.58602608,110.1563591,0.295816114
836,838,37.32742347,106.3407232,0.351017205
837,839,44.09468112,102.0066509,0.432272609
838,840,49.08521301,98.9059858,0.49628152
839,841,59.77669171,92.01538722,0.649637996
840,842,69.79902254,85.4138485,0.81718625
841,843,65.61912029,88.07246365,0.745058303
842,844,32.85720826,109.5652173,0.299887219
843,845,32.97148743,109.1086956,0.302189365
844,846,40.17433869,104.397826,0.384819687
845,847,52.25690482,96.4580434,0.541757877
846,848,48.13121434,100.2122391,0.480292774
847,849,52.1180929,97.69101515,0.533499348
848,850,56.00628361,97.02191364,0.577253958
849,851,63.10565525,92.21972228,0.684296739
850,852,72.49508973,86.09775005,0.842009108
851,853,76.64558075,83.38797504,0.919144286
852,854,81.98102268,79.84917754,1.026698398
853,855,89.98292041,74.56425978,1.206783527
854,856,95.48462837,71.00783381,1.344705552
855,857,99.73616553,68.10705043,1.46440295
856,858,101.662549,66.89634538,1.519702585
857,859,107.5962941,62.70671084,1.715865697
858,860,113.3366647,58.93603976,1.923045137
859,861,116.6029982,56.74243578,2.054952287
860,862,122.8426984,52.56819221,2.336825621
861,863,122.6584285,52.51137299,2.33584501
862,864,122.9925857,52.36023569,2.348969291
863,865,126.1933271,49.92421212,2.52769792
864,866,124.2739944,51.03179091,2.435226987
865,867,127.946595,48.62861182,2.631097006
866,868,121.3519355,52.36575063,2.31739131
867,869,121.4167419,52.42917557,2.315823978
868,870,123.1750677,51.18625801,2.406408917
869,871,127.157561,48.66763221,2.612774758
870,872,130.4418049,46.20086899,2.823362584
871,873,131.0976244,45.68078209,2.869863833
872,874,135.6878619,42.81270388,3.169336427
873,875,133.1190757,44.53143349,2.989328331
874,876,126.3071682,49.37829014,2.557949411
875,877,39.37645135,109.4404611,0.35979793
876,878,35.73880622,112.696415,0.317124606
877,879,46.1649256,105.4267735,0.437886166
878,880,52.64843304,100.6840962,0.522907143
879,881,52.08358973,100.7156865,0.517134833
880,882,52.47523076,100.1441179,0.523997134
881,883,60.52770768,94.2297061,0.642342104
882,884,63.17493692,92.00673549,0.686633827
883,885,72.05744322,86.00606194,0.837818191
884,886,78.2516989,81.90545575,0.955390556
885,887,60.12652901,94.51491017,0.636159193
886,888,63.51387611,92.16341916,0.689144095
887,889,69.9624885,87.24707724,0.801889195
888,890,76.26623965,82.82236952,0.920841073
889,891,84.83961568,77.24013257,1.098387753
890,892,90.85565412,73.31611931,1.239231631
891,893,87.3700887,75.28450738,1.160532117
892,894,87.63307983,74.45605664,1.176977183
893,895,88.96977185,73.61045098,1.208656796
894,896,86.67279467,74.84940588,1.15796236
895,897,89.7055152,72.76446529,1.232820372
896,898,95.83496368,68.38801876,1.401341425
897,899,97.05146731,67.84921689,1.430399226
898,900,96.94632058,67.5642952,1.434875037
899,901,104.2516885,62.90786568,1.657212296
900,902,111.3265197,58.41707911,1.905718693
901,903,117.3938677,54.5753712,2.151041122
902,904,121.6544809,51.51783408,2.361405193
903,905,120.4890328,52.16605067,2.309721194
904,906,119.2401296,53.4494456,2.230895535
905,907,118.2161166,54.30450104,2.176911938
906,908,119.9945049,53.17405094,2.256636514
907,909,121.7950544,51.85664585,2.348687472
908,910,126.015549,49.17098126,2.562803218
909,911,124.5139941,49.95388313,2.492578881
910,912,115.3625947,56.15849482,2.054232313
911,913,120.6263352,52.84264534,2.282745961
912,914,124.0637017,50.55838081,2.453870154
913,915,118.6573315,53.70254272,2.209529112
914,916,122.0915984,52.13228845,2.341957393
915,917,121.7824385,52.01905961,2.341111882
916,918,124.3041947,50.51715365,2.460633383
917,919,125.2737752,50.06543828,2.50220071
918,920,122.7463977,51.85889445,2.366930475
919,921,118.1717579,54.77300501,2.157481736
920,922,124.1545821,50.89570451,2.439392152
921,923,122.5391239,51.90613406,2.360783097
922,924,120.2852115,53.91552065,2.230994157
923,925,122.9566904,52.02396859,2.363462337
924,926,123.8610213,51.12157173,2.422871934
925,927,114.3749192,57.60941455,1.985351181
926,928,120.5374273,53.4484731,2.255208059
927,929,118.1836846,55.10362579,2.144753324
928,930,119.0653161,54.49326321,2.184954783
929,931,111.8587845,61.24393689,1.826446668
930,932,115.172906,58.7195432,1.96140671
931,933,115.1556154,58.14758888,1.980402243
932,934,119.5400539,54.93282999,2.176113153
933,935,124.6860485,51.53954699,2.419230587
934,936,128.9174437,48.58559229,2.653408913
935,937,127.1256993,49.82703306,2.551339935
936,938,130.1131294,47.54432976,2.736669757
937,939,131.1018164,46.68989678,2.807926885
938,940,132.1916348,45.7209071,2.89127323
939,941,134.4724713,44.24881639,3.039007193
940,942,135.1252242,43.62393475,3.097501978
941,943,138.4127018,41.46154128,3.338339519
942,944,134.5714316,43.41538715,3.099625281
943,945,137.8142884,41.37384844,3.330951643
944,946,140.5328596,39.73646359,3.536622207
945,947,139.7795736,40.26281723,3.471678914
946,948,143.7016163,37.73653551,3.808023559
947,949,140.4314546,39.96288196,3.51404723
948,950,140.4883092,39.86659376,3.523960688
949,951,141.6394783,38.97993439,3.633651018
950,952,135.0755304,43.08194095,3.135316735
951,953,135.3679774,42.67374685,3.172160576
952,954,131.5311796,45.80637217,2.87146031
953,955,128.5780617,47.72573495,2.694103335
954,956,130.1202555,46.65316146,2.789098347
955,957,124.80823,50.58784531,2.467158449
956,958,121.727407,52.62906078,2.312931395
957,959,112.1546663,59.1661547,1.895588227
958,960,115.7391996,56.84953923,2.035886327
959,961,121.5652797,52.86458531,2.299559884
960,962,126.0087517,50.07812678,2.516243315
961,963,126.0078765,49.9703141,2.521654683
962,964,129.7070889,47.47328269,2.732212342
963,965,131.23638,46.32595442,2.832891014
964,966,128.712742,47.39335898,2.715839197
965,967,131.1414678,45.55402308,2.878811989
966,968,135.927321,42.49862077,3.198393702
967,969,137.1345889,41.7487587,3.284758474
968,970,140.22113,39.77388283,3.525457412
969,971,136.299017,42.29649454,3.222466034
970,972,136.3691153,42.46684509,3.211190166
971,973,132.9322038,44.52016058,2.985887788
972,974,130.5389834,45.96814452,2.839770558
973,975,133.4850851,43.97133007,3.035729983
974,976,136.7365766,41.77419706,3.273230515
975,977,129.9629189,46.29677736,2.807169879
976,978,127.366627,47.66709962,2.67200287
977,979,130.9299643,45.60038966,2.871246612
978,980,129.7369679,45.94035069,2.824030856
979,981,131.7632711,44.94631562,2.931570013
980,982,135.486944,42.55168406,3.184055977
981,983,130.8382496,44.99651566,2.907741804
982,984,133.1544246,43.39686409,3.068296003
983,985,135.2389822,42.35717768,3.192823261
984,986,136.4150839,41.92145991,3.254063294
985,987,134.2735756,43.32931392,3.098908416
986,988,133.446218,44.09638253,3.026239577
987,989,133.9015962,43.58674428,3.07207153
988,990,133.2114366,43.92806985,3.032490092
989,991,132.9902929,44.13526286,3.013243477
990,992,132.2912636,44.62173658,2.96472692
991,993,129.4621373,46.85956292,2.762768775
992,994,133.6159235,44.07360663,3.031653948
993,995,131.3543312,45.36624596,2.895419896
994,996,128.5188981,47.82962137,2.687014749
995,997,124.2670083,50.74665923,2.448772198
996,998,124.0403074,51.27199331,2.419260486
997,999,126.9362767,49.74479398,2.551749973
998,1000,131.642649,46.77031458,2.814662467










































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































